user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
Validate that the `submission_date` column contains dates that can be parsed according to ISO 8601 standards.,"expect_column_values_to_be_dateutil_parseable(column=""submission_date"")","expect_column_values_to_match_strftime_format(column=""submission_date"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_be_dateutil_parseable(column=""submission_date"")",0.5128205128205129,0.4864864864864865,0.5128205128205129,30.3292874790385
"Confirm that the average `loan_amount` in the `loans` table falls between $1,000 and $10,000.","expect_column_mean_to_be_between(column=""loan_amount"", min_value=1000, max_value=10000)","expect_column_mean_to_be_between(column=""loan_amount"", min_value=1000, max_value=10000)",1.0,1.0,1.0,100.00000000000004
For the `course_id` column: Ensure each combination of `student_id` and `course_id` is unique.,"expect_compound_columns_to_be_unique(column_A=""student_id"", column_B=""course_id"")","expect_compound_columns_to_be_unique(column_list=[""student_id"", ""course_id""])",0.8461538461538461,0.6666666666666667,0.8461538461538461,67.7176346014632
"For the 'platform' field, ensure that values match the set ['PC', 'Xbox', 'PlayStation', 'Nintendo']. Ensure this field is required (not null).","expect_column_values_to_be_in_set(column=""platform"", value_set=[""PC"", ""Xbox"", ""PlayStation"", ""Nintendo""]),expect_column_values_to_not_be_null(column=""platform"")","expect_column_values_to_be_in_set(column=""platform"", value_set=[""PC"", ""Xbox"", ""PlayStation"", ""Nintendo""]),expect_column_values_to_not_be_null(column=""platform"")",1.0,1.0,1.0,100.00000000000004
Check that the `price` column values are positive and that the standard deviation of listing prices is below a specified threshold.,"expect_column_values_to_be_between(column=""price"", min_value=0),expect_column_stdev","expect_column_values_to_be_greater_than(column=""price"", value=0),expect_column_stdev_to_be_between(column=""price"", min_value=None, max_value=threshold)",0.717948717948718,0.7027027027027027,0.6153846153846153,52.74165363808355
"Ensure the `transaction_type` column contains only values from the set ['purchase', 'refund', 'transfer'] and has no duplicates.","expect_column_values_to_be_in_set(column=""transaction_type"", value_set=['purchase', 'refund', 'transfer']),expect_column_values_to_be_unique(column=""transaction_type"")","expect_column_values_to_be_in_set(column=""transaction_type"", value_set=['purchase','refund', 'transfer']),expect_column_values_to_be_unique(column=""transaction_type"")",1.0,1.0,1.0,100.00000000000004
For field 'release_date': Ensure the field matches the correct datetime format '%Y-%m-%d'. Ensure this field exists.,"expect_column_to_exist(column=""release_date""),expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d"")","expect_column_to_exist(column=""release_date""),expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d"")",1.0,1.0,1.0,100.00000000000004
Verify that the combination of `user_id` and `incident_id` fields are unique to prevent duplicate incident reports.,"expect_compound_columns_to_be_unique(columns=[""user_id"", ""incident_id""])","expect_compound_columns_to_be_unique(column_A=""user_id"", column_B=""incident_id"")",0.88,0.6956521739130435,0.88,60.93671089617578
Ensure that the `prescription_json` field holds valid JSON objects that conform to the specified schema. Any malformed JSON should be identified.,"expect_column_values_to_be_json_parseable(column=""prescription_json""),expect_column_values_to_match_json_schema(column=""prescription_json"", schema=""specified_schema"")","expect_column_values_to_be_json_parseable(column=""prescription_json""),expect_column_values_to_match_json_schema(column=""prescription_json"")",0.9302325581395349,0.9268292682926829,0.9302325581395349,82.72198407977655
"For field 'department': Ensure values in (department) must exist in the set {'HR', 'Finance', 'Engineering', 'Sales'}. Ensure this field exists.","expect_column_to_exist(column=""department""),expect_column_values_to_be_in_set(column=""department"", value_set={'HR', 'Finance', 'Engineering', 'Sales'})","expect_column_to_exist(column=""department""),expect_column_values_to_be_in_set(column=""department"", value_set={""HR"", ""Finance"", ""Engineering"", ""Sales""})",1.0,1.0,1.0,71.88025737002374
"For field 'policy_type': Ensure the field matches the type 'text'. Validate that values in (policy_type) are within the set ['life', 'health', 'auto', 'home'].","expect_column_values_to_be_of_type(column=""policy_type"", type_=""text""),expect_column_values_to_be_in_set(column=""policy_type"", value_set=['life', 'health', 'auto', 'home'])","expect_column_values_to_be_of_type(column=""policy_type"", type_=""text""),expect_column_values_to_be_in_set(column=""policy_type"", value_set=[""life"", ""health"", ""auto"", ""home""])",1.0,1.0,1.0,78.5180295768227
For the `customer_id` column: Ensure values are unique and of type 'integer'.,"expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_be_of_type(column=""customer_id"", type_=""integer"")","expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_be_of_type(column=""customer_id"", type_=""int"")",0.9523809523809523,0.9500000000000001,0.9523809523809523,95.30451753349615
"For the `forecast_time` field, confirm that all timestamps are in the ISO 8601 format and within the next 7 days.","expect_column_values_to_match_strftime_format(column=""forecast_time"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_be_between(column=""forecast_time"", min_value=""current_timestamp"", max_value=""current_timestamp + interval '7 days'"")","expect_column_values_to_match_strftime_format(column=""forecast_time"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_be_between(column=""forecast_time"", min_value=""2023-10-15T00:00:00.000Z"", max_value=""2023-10-22T00:00:00.000Z"")",0.7710843373493976,0.7407407407407408,0.7710843373493976,78.6619805501699
"Ensure the `vehicle_type` column values match one of the patterns from the list: `['Truck', 'Van', 'Bicycle']`.","expect_column_values_to_be_in_set(column=""vehicle_type"", value_set=['Truck', 'Van', 'Bicycle'])","expect_column_values_to_be_in_set(column=""vehicle_type"", value_set=['Truck', 'Van', 'Bicycle'])",1.0,1.0,1.0,100.00000000000004
"For field 'customer_status': Ensure the field matches the type 'text'. Ensure values in (customer_status) must exist in the predefined status list ['Active', 'Inactive']. Ensure this field exists.","expect_column_to_exist(column=""customer_status""),expect_column_values_to_be_of_type(column=""customer_status"", type_=""text""),expect_column_values_to_be_in_set(column=""customer_status"", value_set=[""Active"", ""Inactive""])","expect_column_to_exist(column=""customer_status""),expect_column_values_to_be_of_type(column=""customer_status"", type_=""text""),expect_column_values_to_be_in_set(column=""customer_status"", value_set=['Active', 'Inactive'])",1.0,1.0,1.0,90.12229146407641
Ensure the `user_rating` column values fall within the range of `1` to `10`.,"expect_column_values_to_be_between(column=""user_rating"", min_value=1, max_value=10)","expect_column_values_to_be_between(column=""user_rating"", min_value=1, max_value=10)átky",0.967741935483871,0.9655172413793104,0.967741935483871,96.82132340352993
"For the `salary`: Ensure values are within the range of [30000, 200000] and that salaries are arranged in decreasing order.","expect_column_values_to_be_between(column=""salary"", min_value=30000, max_value=200000),expect_column_values_to_be_decreasing(column=""salary"")","expect_column_values_to_be_between(column=""salary"", min_value=30000, max_value=200000),expect_column_values_to_be_increasing(column=""salary"")",0.9545454545454546,0.9047619047619048,0.9545454545454546,94.64594399631754
Check that the `transaction_value` entries are greater than 0 and are of type 'float'.,"expect_column_values_to_be_greater_than(column=""transaction_value"", threshold=0),expect_column_values_to_be_of_type(column=""transaction_value"", type_=""float"")","expect_column_values_to_be_greater_than(column=""transaction_value"", value=0),expect_column_values_to_be_of_type(column=""transaction_value"", type_=""float"")илася",0.9583333333333334,0.9130434782608695,0.9583333333333334,93.62597875749384
"Ensure the `category` column exists and contains only values from the set `['Electronics', 'Clothing', 'Home']`.","expect_column_to_exist(column=""category""),expect_column_values_to_be_in_set(column=""category"", value_set=['Electronics', 'Clothing', 'Home'])","expect_column_to_exist(column=""category""),expect_column_values_to_be_in_set(column=""category"", value_set=['Electronics', 'Clothing', 'Home'])",1.0,1.0,1.0,100.00000000000004
"For field 'image_url': Ensure the field matches the type 'text'. Validate that the URL follows a valid URL pattern and points to an image format (jpg, png, gif). Ensure this field exists.","expect_column_to_exist(column=""image_url""),expect_column_values_to_be_of_type(column=""image_url"", type_=""text""),expect_column_values_to_match_regex(column=""image_url"", regex=r""^https?://.*\.(jpg|jpeg|png|gif)$"")","expect_column_to_exist(column=""image_url""),expect_column_values_to_be_of_type(column=""image_url"", type_=""text""),expect_column_values_to_match_regex(column=""image_url"", regex=r""^https:\/\/[\w\.-]*\.(jpg|png|gif)$"")",0.9714285714285714,0.9117647058823528,0.9714285714285714,86.15434642774969
Validate that the `user_id` column contains unique values matching the pattern `^[0-9]{10}$` and that no null entries are present.,"expect_column_values_to_be_unique(column=""user_id""),expect_column_values_to_not_be_null(column=""user_id""),expect_column_values_to_match_regex(column=""user_id"", regex=r""^[0-9]{10}$"")","expect_column_values_to_be_unique(column=""user_id""),expect_column_values_to_match_regex(column=""user_id"", regex=r""^[0-9]{10}$""),expect_column_values_to_not_be_null(column=""user_id"")",1.0,0.96875,0.696969696969697,99.67373137744998
"Validate that the `methodology` field adheres to a predefined list of values: ['Qualitative', 'Quantitative', 'Mixed Methods'].","expect_column_values_to_be_in_set(column=""methodology"", value_set=['Qualitative', 'Quantitative', 'Mixed Methods'])","expect_column_values_to_be_in_set(column=""methodology"", value_set=['Qualitative', 'Quantitative', 'Mixed Methods'])",1.0,1.0,1.0,100.00000000000004
Ensure the `number_of_attacks` column has a minimum value of 0 and a maximum value of 500.,"expect_column_min_to_be_between(column=""number_of_attacks"", min_value=0),expect_column_max_to_be_between(column=""number_of_attacks"", max_value=500)","expect_column_values_to_be_between(column=""number_of_attacks"", min_value=0, max_value=500)",0.7142857142857143,0.6,0.7142857142857143,44.29849525334805
Verify that the `order_id` and `customer_id` are unique pairs across the `orders` dataset.,"expect_compound_columns_to_be_unique(column_A=""order_id"", column_B=""customer_id"")","expect_compound_columns_to_be_unique(columns=[""order_id"", ""customer_id""])",0.88,0.6956521739130435,0.88,60.81152344671197
Check the `tags` field to ensure it contains a JSON array of strings and adheres to the JSON schema for tags.,"expect_column_values_to_be_json_parseable(column=""tags""),expect_column_values_to_match_json_schema(column=""tags"", schema={""type"": ""array"", ""items"": {""type"": ""string""}})","expect_column_values_to_be_json_parseable(column=""tags""),expect_column_values_to_match_json_schema(column=""tags"", schema={""type"": ""array"", ""items"": {""type"": ""string""}})",1.0,1.0,1.0,100.00000000000004
Verify that entries in the `ip_address` column are valid IP addresses.,"expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$|^([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}|^([0-9a-fA-F]{1,4}:){1,7}:|^([0-9a-fA-F]{1,4}:){1,6}:[0-9a-fA-F]{1,4}|^([0-9a-fA-F]{1,4}:){1,5}(:[0-9a-fA-F]{1,4}){1,2}|^([0-9a-fA-F]{1,4}:){1,4}(:[0-9a-fA-F]{1,4}){1,3}|^([0-9a-fA-F]{1,4}:){1,3}(:[0-9a-fA-F]{1,4}){1,4}|^([0-9a-fA-F]{1,4}:){1,2}(:[0-9a-fA-F]{1,4}){1,5}|^[0-9a-fA-F]{1,4}:((:[0-9a-fA-F]{1,4}){1,6}|:)|^:((:[0-9a-fA-F]{1,4}){1,7}|:)|^fe80:(:[0-9a-fA-F]{0,4}){0,4}%[0-9a-zA-Z]{1,}|^::(ffff(:0{1,4}){0,1}:){0,1}((25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?))|([0-9a-fA-F]{1,4}:){1,4}:((25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?)))|([0-9a-fA-F]{1,4}:){1,5}:((25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(25[0-5]|(2[0-4][0-9]|[01]?[0-9][0-9]?))))$"")","expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(\d{1,3}\.){3}\d{1,3}$"")",0.11510791366906475,0.09420289855072463,0.11510791366906475,0.00023323780308286054
For `player_count`: Ensure the field is required (not null) and contains only integer values. Ensure this field exists.,"expect_column_to_exist(column=""player_count""),expect_column_values_to_not_be_null(column=""player_count""),expect_column_values_to_be_of_type(column=""player_count"", type_=""int"")","expect_column_to_exist(column=""player_count""),expect_column_values_to_not_be_null(column=""player_count""),expect_column_values_to_be_of_type(column=""player_count"", type_=""int"")",1.0,1.0,1.0,100.00000000000004
Check that the distribution of `service_requests` passes the Chi-Square test with a p-value greater than 0.01.,"expect_column_chisquare_test_p_value_to_be_greater_than(column=""service_requests"", threshold=0.01)","expect_column_chisquare_test_p_value_to_be_greater_than(column=""service_requests"", threshold=0.01)",1.0,1.0,1.0,100.00000000000004
For field 'user_email': Ensure this field matches the type 'text'. Ensure values are unique and required (not null). Validate format according to standard email regex.,"expect_column_values_to_be_of_type(column=""user_email"", type_=""text""),expect_column_values_to_not_be_null(column=""user_email""),expect_column_values_to_be_unique(column=""user_email""),expect_column_values_to_match_regex(column=""user_email"", regex=r""^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$"")","expect_column_to_exist(column=""user_email""),expect_column_values_to_be_of_type(column=""user_email"", type_=""text""),expect_column_values_to_be_unique(column=""user_email""),expect_column_values_to_not_be_null(column=""user_email""),expect_column_values_to_match_regex(column=""user_email"", regex=r""^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$"")",0.9391304347826086,0.9380530973451328,0.8869565217391304,88.39518415762076
"For the `weather_event` field in Weather Forecasting: Ensure values are of type 'text'. Ensure values are not null and exist within the set `['Rain', 'Snow', 'Storm', 'Clear']`.","expect_column_values_to_be_of_type(column=""weather_event"", type_=""text""),expect_column_values_to_not_be_null(column=""weather_event""),expect_column_values_to_be_in_set(column=""weather_event"", value_set=['Rain', 'Snow', 'Storm', 'Clear'])","expect_column_values_to_be_of_type(column=""weather_event"", type_=""text""),expect_column_values_to_not_be_null(column=""weather_event""),expect_column_values_to_be_in_set(column=""weather_event"", value_set=['Rain', 'Snow', 'Storm', 'Clear'])",1.0,1.0,1.0,100.00000000000004
For field 'amount_involved': Ensure the field matches the type 'float'. Ensure values in 'amount_involved' are non-negative.,"expect_column_values_to_be_of_type(column=""amount_involved"", type_=""float""),expect_column_values_to_be_between(column=""amount_involved"", min_value=0)","expect_column_values_to_be_of_type(column=""amount_involved"", type_=""float""),expect_column_values_to_be_greater_than(column=""amount_involved"", threshold=0.0)",0.8571428571428572,0.7659574468085107,0.8571428571428572,85.58358137690418
"For the `event_data` field, ensure it conforms to the specified JSON schema for structured threat information.","expect_column_values_to_match_json_schema(column=""event_data"", json_schema=""your_json_schema_here"")","expect_column_values_to_match_json_schema(column=""event_data"", schema=THREAT_INFORMATION_SCHEMA)",0.7999999999999999,0.6428571428571429,0.7999999999999999,62.66475585690459
For field 'student_id': Ensure this field is required (not null). Ensure the field matches the type 'integer'. Ensure values are unique.,"expect_column_values_to_not_be_null(column=""student_id""),expect_column_values_to_be_of_type(column=""student_id"", type_=""int""),expect_column_values_to_be_unique(column=""student_id"")","expect_column_values_to_not_be_null(column=""student_id""),expect_column_values_to_be_of_type(column=""student_id"", type_=""integer""),expect_column_values_to_be_unique(column=""student_id"")",0.967741935483871,0.9333333333333333,0.967741935483871,96.46458712936789
"For the `claim_status`: Ensure it contains only distinct values from `['Pending', 'Approved', 'Denied']`.","expect_column_distinct_values_to_equal_set(column=""claim_status"", value_set=['Pending', 'Approved', 'Denied'])","expect_column_distinct_values_to_equal_set(column=""claim_status"", value_set=['Pending', 'Approved', 'Denied'])",1.0,1.0,1.0,100.00000000000004
Ensure that the combination of `citizen_id` and `request_type` is unique across all records.,"expect_compound_columns_to_be_unique(column_list=[""citizen_id"", ""request_type""])","expect_compound_columns_to_be_unique(column_A=""citizen_id"", column_B=""request_type"")",0.8461538461538461,0.6666666666666667,0.8461538461538461,67.63278572760893
Ensure the `enrollment_date` field contains dates in the format `YYYY-MM-DD` and does not include any future dates.,"expect_column_values_to_match_strftime_format(column=""enrollment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_increasing(column=""enrollment_date"")","expect_column_values_to_match_strftime_format(column=""enrollment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""enrollment_date"")  # This assumes your ""enrollment_date"" column contains dates in a parsable format, not necessarily dates in ISO format.",0.6865671641791045,0.6461538461538461,0.6865671641791045,64.5427129636333
Verify that the `transaction_date` entries are all in the past and follow the 'YYYY-MM-DD' format.,"expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""transaction_date""),expect_column_values_to_be_between(column=""transaction_date"", min_value=""1900-01-01"", max_value=""today"")","expect_column_values_to_be_dateutil_parseable(column=""transaction_date""),expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format=""%Y-%m-%d"")  # assumes 'YYYY-MM-DD' format as expected; adjust as needed for other strftime formats, if needed.",0.6265060240963854,0.5925925925925926,0.4096385542168674,56.27050493991237
"For column 'claim_status': Validate that values must match one of the specified statuses (e.g., 'Pending', 'Approved', 'Denied'). Ensure this column exists.","expect_column_to_exist(column=""claim_status""),expect_column_values_to_be_in_set(column=""claim_status"", value_set=[""Pending"", ""Approved"", ""Denied""])","expect_column_to_exist(column=""claim_status""),expect_column_values_to_be_in_set(column=""claim_status"", value_set=[""Pending"", ""Approved"", ""Denied""])",1.0,1.0,1.0,100.00000000000004
Ensure that the combination of `shipment_id` and `destination` is unique across all records.,"expect_compound_columns_to_be_unique(column_A=""shipment_id"", column_B=""destination"")","expect_compound_columns_to_be_unique(columns=[""shipment_id"", ""destination""])",0.8695652173913044,0.6666666666666666,0.8695652173913044,57.881605281567445
For field 'check_in_date': Ensure values in 'check_in_date' are in the format 'YYYY-MM-DD' and are in the future.,"expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_increasing(column=""check_in_date"")","expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""check_in_date""),expect_column_values_to_be_increasing(column=""check_in_date"")",0.8253968253968255,0.819672131147541,0.8253968253968255,70.05336295241383
Check that the `open_rate` column passes the Chi-Square test with a p-value greater than 0.05.,"expect_column_chisquare_test_p_value_to_be_greater_than(column=""open_rate"", threshold=0.05)","expect_column_chisquare_test_p_value_to_be_greater_than(column=""open_rate"", threshold=0.05)",1.0,1.0,1.0,100.00000000000004
"In the `user_activity_log`, ensure that the `event_type` field contains only distinct values from the set `['login', 'logout', 'comment', 'share']`. Confirm that there are no missing entries.","expect_column_distinct_values_to_equal_set(column=""event_type"", value_set=['login', 'logout', 'comment', 'share']),expect_column_values_to_not_be_null(column=""event_type"")","expect_column_distinct_values_to_equal_set(column=""event_type"", value_set=['login', 'logout', 'comment','share']),expect_column_values_to_not_be_null(column=""event_type"")",1.0,1.0,1.0,100.00000000000004
For field 'metadata': Ensure the field contains valid JSON objects and conforms to the specified JSON schema.,"expect_column_values_to_be_json_parseable(column=""metadata""),expect_column_values_to_match_json_schema(column=""metadata"", json_schema=schema)","expect_column_values_to_be_json_parseable(column=""metadata""),expect_column_values_to_match_json_schema(column=""metadata"", schema=""YOUR_SCHEMA_HERE"")",0.9302325581395349,0.8292682926829269,0.9302325581395349,82.17065882813593
Check that the `home_team` and `away_team` columns contain distinct values and do not match each other for any record.,"expect_column_pair_values_to_be_unique(column_A=""home_team"", column_B=""away_team""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""home_team"", column_B=""away_team"")","expect_column_distinct_values_to_be_true(column=""home_team""),expect_column_values_to_be_unique(column=""home_team""),expect_column_distinct_values_to_be_unique(column=""away_team""),expect_column_values_to_not_be_null(column=""home_team""),expect_column_values_to_not_be_null(column=""away_team"")",0.5609756097560976,0.3,0.5609756097560976,38.9123306423648
Ensure the `date_collected` field exists and all entries are in the format 'YYYY-MM-DD' and fall within the last three years.,"expect_column_to_exist(column=""date_collected""),expect_column_values_to_match_strftime_format(column=""date_collected"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_between(column=""date_collected"", min_value=""2020-01-01"", max_value=""2023-12-31"")","expect_column_to_exist(column=""date_collected""),expect_column_values_to_match_strftime_format(column=""date_collected"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_between(column=""date_collected"", min_value=""2021-10-01"", max_value=""2023-10-01"")",0.926829268292683,0.875,0.9024390243902439,91.78677546190737
"Ensure the `destination` column contains distinct values from the predefined set `['New York', 'Paris', 'Tokyo']`.","expect_column_values_to_be_in_set(column=""destination"", value_set=['New York', 'Paris', 'Tokyo'])","expect_column_values_to_be_in_set(column=""destination"", value_set=['New York', 'Paris', 'Tokyo'])",1.0,1.0,1.0,100.00000000000004
Ensure the `monthly_cost` field contains only positive decimal values.,"expect_column_values_to_be_between(column=""monthly_cost"", min_value=0.01)","expect_column_values_to_be_between(column=""monthly_cost"", min_value=0)",0.9600000000000001,0.9565217391304348,0.9600000000000001,92.76077030810347
"Ensure that the `bedrooms` column contains integers within the range of `1` to `10`, with values outside this range flagged.","expect_column_values_to_be_between(column=""bedrooms"", min_value=1, max_value=10)","expect_column_values_to_be_between(column=""bedrooms"", min_value=1, max_value=10)",1.0,1.0,1.0,100.00000000000004
Verify that the `loyalty_points` column contains only non-negative integers. Ensure uniqueness and non-null entries.,"expect_column_values_to_be_of_type(column=""loyalty_points"", type_=""int""),expect_column_values_to_be_between(column=""loyalty_points"", min_value=0, max_value=None),expect_column_values_to_not_be_null(column=""loyalty_points""),expect_column_values_to_be_unique(column=""loyalty_points"")","expect_column_values_to_be_between(column=""loyalty_points"", min_value=0, max_value=None),expect_column_values_to_be_unique(column=""loyalty_points""),expect_column_values_to_not_be_null(column=""loyalty_points"")",0.85,0.846153846153846,0.775,67.38573467986404
For field 'citizen_id': Ensure this field exists and contains unique identifiers. Validate that all values match the format of a citizen ID number.,"expect_column_to_exist(column=""citizen_id""),expect_column_values_to_be_unique(column=""citizen_id""),expect_column_values_to_match_regex(column=""citizen_id"", regex=r""^[A-Z]{2}\d{6}$"")","expect_column_to_exist(column=""citizen_id""),expect_column_values_to_be_unique(column=""citizen_id""),expect_column_values_to_match_regex(column=""citizen_id"", regex=r""^[A-Z0-9]{10}$"")",0.8888888888888888,0.8852459016393444,0.8888888888888888,87.00480485137952
"For field 'state_code': Ensure the field matches the type 'text'. Ensure values in (state_code) must exist in the set ['CA', 'TX', 'NY', 'FL', 'IL']. Ensure this field exists.","expect_column_to_exist(column=""state_code""),expect_column_values_to_be_of_type(column=""state_code"", type_=""text""),expect_column_values_to_be_in_set(column=""state_code"", value_set=['CA', 'TX', 'NY', 'FL', 'IL'])","expect_column_to_exist(column=""state_code""),expect_column_values_to_be_of_type(column=""state_code"", type_=""text""),expect_column_values_to_be_in_set(column=""state_code"", value_set=['CA', 'TX', 'NY', 'FL', 'IL'])",1.0,1.0,1.0,100.00000000000004
"For table 'alert_notifications': Ensure the columns 'alert_id', 'alert_type', and 'timestamp' exist. Validate that 'timestamp' follows the ISO 8601 format.","expect_table_columns_to_match_set(column_set=[""alert_id"", ""alert_type"", ""timestamp""]),expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%SZ"")","expect_table_columns_to_match_set(column_set=[""alert_id"", ""alert_type"", ""timestamp""]),expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ"")  # Note: Replace %f with the appropriate floating point representation for your implementation.",0.6373626373626373,0.6292134831460675,0.6373626373626373,52.14942277068896
Verify that the `alert_level` column in the Cybersecurity dataset has a maximum value of 5 and is represented as an integer type.,"expect_column_max_to_be_between(column=""alert_level"", max_value=5),expect_column_values_to_be_of_type(column=""alert_level"", type_=""int"")","expect_column_max_to_be_between(column=""alert_level"", max_value=5)  # Replace this with the actual expected maximum value for your context.",0.5957446808510638,0.4888888888888889,0.5957446808510638,42.224756170304694
For the `forecast_date` field: Ensure the field is of type 'date'. Ensure there are no missing values.,"expect_column_values_to_be_of_type(column=""forecast_date"", type_=""date""),expect_column_values_to_not_be_null(column=""forecast_date"")","expect_column_to_exist(column=""forecast_date""),expect_column_values_to_be_of_type(column=""forecast_date"", type_=""date""),expect_column_values_to_not_be_null(column=""forecast_date"")",0.8627450980392156,0.8571428571428571,0.8627450980392156,74.80673768313193
For the `employees` table: Ensure the `hire_date` values can be parsed using dateutil.,"expect_column_values_to_be_dateutil_parseable(column=""hire_date"")","expect_column_values_to_be_dateutil_parseable(column=""hire_date"")",1.0,1.0,1.0,100.00000000000004
"Ensure the `transaction_type` column contains only values from the set `['Deposit', 'Withdrawal', 'Transfer']`.","expect_column_values_to_be_in_set(column=""transaction_type"", value_set=['Deposit', 'Withdrawal', 'Transfer'])","expect_column_values_to_be_in_set(column=""transaction_type"", value_set=['Deposit', 'Withdrawal', 'Transfer'])",1.0,1.0,1.0,100.00000000000004
For the `price` column: Ensure all values are greater than 0 and less than or equal to 1000.,"expect_column_values_to_be_between(column=""price"", min_value=0, max_value=1000)","expect_column_values_to_be_greater_than(column=""price"", value=0),expect_column_values_to_be_less_than(column=""price"", value=1000)",0.6111111111111112,0.41176470588235287,0.6111111111111112,37.78770318297481
"Examine the `communication_type` column to ensure it contains values only from the set `['email', 'chat', 'call']`.","expect_column_values_to_be_in_set(column=""communication_type"", value_set=['email', 'chat', 'call'])","expect_column_values_to_be_in_set(column=""communication_type"", value_set=['email', 'chat', 'call'])",1.0,1.0,1.0,100.00000000000004
"For the `patient_id` field: Ensure the field matches the type 'integer'. Validate that all values are positive integers, with a maximum length of 10 digits.","expect_column_values_to_be_of_type(column=""patient_id"", type_=""int""),expect_column_values_to_be_between(column=""patient_id"", min_value=1, max_value=9999999999),expect_column_value_lengths_to_be_between(column=""patient_id"", min_value=1, max_value=10)","expect_column_values_to_be_of_type(column=""patient_id"", type_=""int""),expect_column_values_to_be_between(column=""patient_id"", min_value=0, max_value=9999999999)",0.7428571428571429,0.7058823529411765,0.7428571428571429,54.48254817442639
For field 'test_scores': Ensure the field matches the type 'float'. Validate that values in (test_scores) are within the range of 0.0 to 100.0. Ensure the column contains no null values and exists.,"expect_column_to_exist(column=""test_scores""),expect_column_values_to_not_be_null(column=""test_scores""),expect_column_values_to_be_of_type(column=""test_scores"", type_=""float""),expect_column_values_to_be_between(column=""test_scores"", min_value=0.0, max_value=100.0)","expect_column_to_exist(column=""test_scores""),expect_column_values_to_be_of_type(column=""test_scores"", type_=""float""),expect_column_values_to_be_between(column=""test_scores"", min_value=0, max_value=100),expect_column_values_to_not_be_null(column=""test_scores"")",0.9777777777777777,0.9545454545454545,0.7555555555555555,94.97210413026635
Check that the `created_at` column is not null and follows the format 'YYYY-MM-DD HH:MM:SS'.,"expect_column_values_to_not_be_null(column=""created_at""),expect_column_values_to_match_strftime_format(column=""created_at"", strftime_format=""%Y-%m-%d %H:%M:%S"")","expect_column_values_to_not_be_null(column=""created_at""),expect_column_values_to_match_strftime_format(column=""created_at"", strftime_format=""%Y-%m-%d %H:%M:%S"")",1.0,1.0,1.0,100.00000000000004
"For the `product_category` column, ensure that all entries match the predefined list: ['Electronics', 'Furniture', 'Clothing'].","expect_column_values_to_be_in_set(column=""product_category"", value_set=['Electronics', 'Furniture', 'Clothing'])","expect_column_values_to_be_in_set(column=""product_category"", value_set=['Electronics', 'Furniture', 'Clothing'])",1.0,1.0,1.0,100.00000000000004
For field `vehicle_id`: Ensure all values in `vehicle_id` exist in the reference `vehicles` table.,"expect_column_values_to_be_in_set(column=""vehicle_id"", value_set=reference_vehicles_table)","expect_column_values_to_be_in_set(column=""vehicle_id"", value_set=vehicles)",0.9285714285714286,0.8461538461538461,0.9285714285714286,81.63162136997808
