user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
Validate that the `supplier_id` column contains unique identifiers that exist in the `suppliers` table.,"expect_column_values_to_be_unique(column=""supplier_id""),expect_column_values_to_be_in_set(column=""supplier_id"", value_set=suppliers_table_ids)","expect_column_values_to_be_unique(column=""supplier_id""),expect_column_values_to_be_in_set(column=""supplier_id"", value_set=suppliers_table_supplier_ids)",0.9795918367346939,0.9361702127659574,0.9795918367346939,94.81208519756275
For field 'loyalty_points': Ensure this field matches the type 'integer' and contains values greater than or equal to 0.,"expect_column_values_to_be_of_type(column=""loyalty_points"", type_=""int""),expect_column_values_to_be_between(column=""loyalty_points"", min_value=0)","expect_column_values_to_be_of_type(column=""loyalty_points"", type_=""int""),expect_column_values_to_be_between(column=""loyalty_points"", min_value=0)",1.0,1.0,1.0,100.00000000000004
For the table 'orders': Validate that the combination of 'order_id' and 'customer_id' is unique across records.,"expect_compound_columns_to_be_unique(columns=[""order_id"", ""customer_id""])","expect_compound_columns_to_be_unique(column_A=""order_id"", column_B=""customer_id"")",0.88,0.6956521739130435,0.88,60.93671089617578
For field 'check_in_date': Ensure this field exists. Validate that all values conform to the format 'YYYY-MM-DD' and are in the future.,"expect_column_to_exist(column=""check_in_date""),expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_in_set(column=""check_in_date"", value_set=[date for date in range(datetime.now().date(), datetime.max.date())])","expect_column_to_exist(column=""check_in_date""),expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""check_in_date""),expect_column_values_to_be_increasing(column=""check_in_date"")  # Assuming check_in_date is a timestamp column, this will ensure that the values are in ascending order.",0.6846846846846846,0.5688073394495413,0.6666666666666666,62.0983847866945
Ensure the `booking_date` is not greater than the `check_in_date` and both are valid `YYYY-MM-DD` formats.,"expect_column_pair_values_A_to_be_less_than_B(column_A=""booking_date"", column_B=""check_in_date""),expect_column_values_to_match_strftime_format(column=""booking_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d"")","expect_column_values_to_be_dateutil_parseable(column=""booking_date""),expect_column_values_to_be_between(column=""booking_date"", min_value=""2023-01-01"", max_value=""2023-12-31""),expect_column_values_to_be_between(column=""check_in_date"", min_value=""2023-01-01"", max_value=""2023-12-31"")  # Note: This assumes the check-in date is always greater than the booking date. If this is not the case, adjust the min_value accordingly.",0.43548387096774194,0.2786885245901639,0.3709677419354839,37.12883326276684
In the `release_date` column: Ensure all datetime values are formatted as 'YYYY-MM-DD' and contain no missing values.,"expect_column_to_exist(column=""release_date""),expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_not_be_null(column=""release_date"")","expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_not_be_null(column=""release_date"")",0.8771929824561403,0.8727272727272727,0.8771929824561403,74.59449699846691
For field 'wind_speed': Ensure the field matches the type 'float'. Validate that all values in 'wind_speed' represent realistic wind speeds (0 to 150 km/h).,"expect_column_values_to_be_of_type(column=""wind_speed"", type_=""float""),expect_column_values_to_be_between(column=""wind_speed"", min_value=0, max_value=150)","expect_column_values_to_be_of_type(column=""wind_speed"", type_=""float""),expect_column_values_to_be_between(column=""wind_speed"", min_value=0, max_value=150)",1.0,1.0,1.0,100.00000000000004
Ensure the `final_grade` column contains numeric values within the range of `0` to `100`. Verify that the mean grade is greater than `60`.,"expect_column_values_to_be_between(column=""final_grade"", min_value=0, max_value=100),expect_column_mean_to_be_between(column=""final_grade"", min_value=60, max_value=100)","expect_column_values_to_be_between(column=""final_grade"", min_value=0, max_value=100),expect_column_mean_to_be_between(column=""final_grade"", min_value=60)",0.9473684210526316,0.9454545454545454,0.9473684210526316,89.13907712828069
For the `transaction_hash` column: Ensure all entries are unique and match the regular expression pattern for a SHA-256 hash.,"expect_column_values_to_be_unique(column=""transaction_hash""),expect_column_values_to_match_regex(column=""transaction_hash"", regex=r""^[a-f0-9]{64}$"")","expect_column_values_to_be_unique(column=""transaction_hash""),expect_column_values_to_match_regex(column=""transaction_hash"", regex=r""^[a-fA-F0-9]{64}$"")",0.9795918367346939,0.9361702127659574,0.9795918367346939,95.42978616972013
"For field 'claims_json': Validate that every entry adheres to the specified JSON schema for claims, ensuring all keys are present and correctly typed.","expect_column_values_to_match_json_schema(column=""claims_json"", json_schema=""your_json_schema_here"")","expect_column_values_to_match_json_schema(column=""claims_json"", schema={""type"": ""object"", ""properties"": {""claim_id"": {""type"": ""string""}, ""claim_type"": {""type"": ""string""}, ""claim_value"": {""type"": ""string""}, ""claim_date"": {""type"": ""string""}, ""claim_status"": {""type"": ""string""}, ""claim_source"": {""type"": ""string""}, ""claim_type"": {""type"": ""string""}, ""claim_value"": {""type"": ""string""}, ""claim_date"": {""type"": ""string""}, ""claim_status"": {""type"": ""string""}, ""claim_source"": {""type"": ""string""}}})",0.2972972972972973,0.2777777777777778,0.2972972972972973,10.518906525805898
Ensure the `student_id` column contains only values that exist in the `registered_students` table.,"expect_column_values_to_be_in_set(column=""student_id"", value_set=registered_students)","expect_column_values_to_be_in_set(column=""student_id"", value_set=registered_students_table.student_id)",0.9032258064516129,0.896551724137931,0.9032258064516129,80.36431532733101
Ensure the `product_id` column contains only distinct values that are numeric and match a predefined set of valid IDs.,"expect_column_values_to_be_unique(column=""product_id""),expect_column_values_to_be_of_type(column=""product_id"", type_=""int""),expect_column_values_to_be_in_set(column=""product_id"", value_set=[/* predefined set of valid IDs */])","expect_column_values_to_be_unique(column=""product_id""),expect_column_values_to_be_of_type(column=""product_id"", type_=""int""),expect_column_values_to_be_in_set(column=""product_id"", value_set=valid_product_ids)",0.9459459459459458,0.888888888888889,0.9459459459459458,86.73050940467715
"For field 'device_status': Validate that each entry is a valid JSON object, ensuring all required fields like 'device_id' and 'status' are present.","expect_column_values_to_be_json_parseable(column=""device_status""),expect_column_values_to_match_json_schema(column=""device_status"", schema={""type"": ""object"", ""required"": [""device_id"", ""status""]})","expect_column_values_to_be_json_parseable(column=""device_status""),expect_column_values_to_match_json_schema(column=""device_status"", schema={""type"": ""object"", ""properties"": {""device_id"": {""type"": ""string""}, ""status"": {""type"": ""string""}}})  # Replace with actual JSON schema for ""device_status"" column.",0.7761194029850746,0.7076923076923076,0.7761194029850746,59.536226559679214
For field 'customer_feedback': Ensure the field matches the type 'text'. Ensure the field has a maximum length of 1000. Ensure this field exists.,"expect_column_to_exist(column=""customer_feedback""),expect_column_value_lengths_to_be_between(column=""customer_feedback"", min_value=0, max_value=1000),expect_column_values_to_be_of_type(column=""customer_feedback"", type_=""text"")","expect_column_to_exist(column=""customer_feedback""),expect_column_values_to_be_of_type(column=""customer_feedback"", type_=""text""),expect_column_value_lengths_to_be_between(column=""customer_feedback"", min_value=0, max_value=1000)",1.0,0.9705882352941176,0.6571428571428571,99.03680591312349
"Check that the `sensor_type` column contains only values from the set `['Temperature', 'Humidity', 'Pressure']`.","expect_column_values_to_be_in_set(column=""sensor_type"", value_set=['Temperature', 'Humidity', 'Pressure'])","expect_column_values_to_be_in_set(column=""sensor_type"", value_set=['Temperature', 'Humidity', 'Pressure'])",1.0,1.0,1.0,100.00000000000004
"Ensure the `phone_number` column matches the pattern `^\+?[0-9]{10,15}$` and does not contain null values.","expect_column_values_to_match_regex(column=""phone_number"", regex=r""^\+?[0-9]{10,15}$""),expect_column_values_to_not_be_null(column=""phone_number"")","expect_column_values_to_match_regex(column=""phone_number"", regex=r""^\+?[0-9]{10,15}$""),expect_column_values_to_not_be_null(column=""phone_number"")",1.0,1.0,1.0,100.00000000000004
"For the `customer_age` column, confirm that values fall within the range of 18 to 120.","expect_column_values_to_be_between(column=""customer_age"", min_value=18, max_value=120)","expect_column_values_to_be_between(column=""customer_age"", min_value=18, max_value=120)",1.0,1.0,1.0,100.00000000000004
"Verify that the `customer_id` column has exactly 500 unique values, confirming distinct customer entries.","expect_column_unique_value_count_to_be_between(column=""customer_id"", min_value=500, max_value=500)","expect_column_values_to_be_unique(column=""customer_id""),expect_column_value_count_to_equal(column=""customer_id"", value=500)  # Replace 500 with actual value.",0.6666666666666666,0.35000000000000003,0.5714285714285713,41.421486281318536
"For the `stock_quantity` column, verify that all values are integers greater than or equal to `0`.","expect_column_values_to_be_of_type(column=""stock_quantity"", type_=""int""),expect_column_values_to_be_between(column=""stock_quantity"", min_value=0, max_value=None)","expect_column_values_to_be_of_type(column=""stock_quantity"", type_=""int""),expect_column_values_to_be_between(column=""stock_quantity"", min_value=0)",0.9411764705882353,0.9387755102040816,0.9411764705882353,88.58875777833778
"Validate that `course_code` values are in the format 'XYZ123' where 'XYZ' are uppercase letters and '123' are digits, and that they are unique.","expect_column_values_to_match_regex(column=""course_code"", regex=r""^[A-Z]{3}\d{3}$""),expect_column_values_to_be_unique(column=""course_code"")","expect_column_values_to_match_regex(column=""course_code"", regex=r""^[A-Z]{3}\d{3}$""),expect_column_values_to_be_unique(column=""course_code"")",1.0,1.0,1.0,100.00000000000004
"For column 'customer_segment': Ensure values are within the set ['VIP', 'Regular', 'New']. Confirm that this field is not null.","expect_column_values_to_be_in_set(column=""customer_segment"", value_set=['VIP', 'Regular', 'New']),expect_column_values_to_not_be_null(column=""customer_segment"")","expect_column_values_to_be_in_set(column=""customer_segment"", value_set=['VIP', 'Regular', 'New']),expect_column_values_to_not_be_null(column=""customer_segment"")  # This expectation is not necessary but can be added for completeness.",0.819672131147541,0.8135593220338984,0.819672131147541,81.01624707862271
Ensure the `wallet_address` column adheres to the specified format and contains unique values.,"expect_column_values_to_match_regex(column=""wallet_address"", regex=r""^0x[a-fA-F0-9]{40}$""),expect_column_values_to_be_unique(column=""wallet_address"")","expect_column_values_to_match_regex(column=""wallet_address"", regex=r""^[A-Za-z0-9]{26}$""),expect_column_values_to_be_unique(column=""wallet_address"")  # Note: This expectation may fail if the dataset contains duplicate wallet addresses.",0.6984126984126985,0.5901639344262295,0.6984126984126985,70.3820901817249
For field 'email_address': Ensure the field is required (not null). Validate that all values in 'email_address' match the regex pattern for valid email formats.,"expect_column_values_to_not_be_null(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$"")","expect_column_values_to_not_be_null(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")",0.9795918367346939,0.9787234042553191,0.9795918367346939,92.58064271362642
Ensure the table contains exactly 100 rows for active employees. Verify that this matches the total in the `active_employees` reference table.,"expect_table_row_count_to_equal(row_count=100),expect_table_row_count_to_equal_other_table(other_table=""active_employees"")","expect_table_row_count_to_equal(100),expect_table_row_values_to_be_in_set(column=""active_employees"", value_set=active_employees)",0.6046511627906977,0.4390243902439024,0.6046511627906977,54.61819510922581
Check that the `diagnosis_codes` column contains valid JSON objects and adheres to the specified schema.,"expect_column_values_to_be_json_parseable(column=""diagnosis_codes""),expect_column_values_to_match_json_schema(column=""diagnosis_codes"", schema={""type"": ""object""})","expect_column_values_to_be_json_parseable(column=""diagnosis_codes""),expect_column_values_to_match_json_schema(column=""diagnosis_codes"", schema={""type"": ""object"", ""properties"": {""code"": {""type"": ""string""}, ""description"": {""type"": ""string""}}})  # Replace with actual schema  # Note: This is just an example, please replace with your actual schema.",0.6666666666666666,0.6567164179104478,0.6666666666666666,49.28848597194154
"For field 'data_frequency': Ensure that the values in 'data_frequency' match the pattern of integers representing seconds (e.g., 10, 30, 60). Confirm that this field exists.","expect_column_to_exist(column=""data_frequency""),expect_column_values_to_match_regex(column=""data_frequency"", regex=r""^\d+$"")","expect_column_to_exist(column=""data_frequency""),expect_column_values_to_match_regex(column=""data_frequency"", regex=r""^\d+$"")",1.0,1.0,1.0,100.00000000000004
"In the `property_type` column: Validate that values are from the set `['Apartment', 'House', 'Condo']` and the field is required (not null).","expect_column_to_exist(column=""property_type""),expect_column_values_to_not_be_null(column=""property_type""),expect_column_values_to_be_in_set(column=""property_type"", value_set=['Apartment', 'House', 'Condo'])","expect_column_values_to_be_in_set(column=""property_type"", value_set=['Apartment', 'House', 'Condo']),expect_column_values_to_not_be_null(column=""property_type"")  # This is a valid expectation, but it may not be necessary depending on the requirements.",0.7222222222222223,0.6571428571428573,0.5,74.77668293145884
For the `publish_date` column: Ensure it matches the type 'date'. Ensure all values are in the format 'YYYY-MM-DD'.,"expect_column_values_to_be_of_type(column=""publish_date"", type_=""date""),expect_column_values_to_match_strftime_format(column=""publish_date"", strftime_format=""%Y-%m-%d"")","expect_column_values_to_be_of_type(column=""publish_date"", type_=""date""),expect_column_values_to_match_strftime_format(column=""publish_date"", strftime_format=""%Y-%m-%d"")",1.0,1.0,1.0,100.00000000000004
Ensure that the `ip_address` field adheres to the standard IPv4 format and does not match any known blacklisted IP addresses.,"expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$""),expect_column_values_to_not_match_regex_list(column=""ip_address"", regex_list=[""192\.168\.1\.1"", ""10\.0\.0\.1""])","expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$""),expect_column_values_to_not_be_in_set(column=""ip_address"", value_set=blacklisted_ip_addresses)",0.7272727272727273,0.6933333333333334,0.7272727272727273,64.04950317286482
Ensure the `email_address` column contains unique values and matches the standard email regex pattern.,"expect_column_values_to_be_unique(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")","expect_column_values_to_be_unique(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")  # Replace regex pattern with actual regex pattern.",0.8679245283018869,0.8627450980392156,0.8679245283018869,88.53255471697872
"Ensure that the `multiplayer_mode` column contains values only from the set `['Co-op', 'Competitive', 'Singleplayer']`.","expect_column_values_to_be_in_set(column=""multiplayer_mode"", value_set=['Co-op', 'Competitive', 'Singleplayer'])","expect_column_values_to_be_in_set(column=""multiplayer_mode"", value_set=['Co-op', 'Competitive', 'Singleplayer'])",1.0,1.0,1.0,100.00000000000004
For field 'monthly_bill': Ensure the field is required (not null). Ensure the field matches the type 'decimal'. Check that the average monthly bill does not exceed $150.,"expect_column_values_to_not_be_null(column=""monthly_bill""),expect_column_values_to_be_of_type(column=""monthly_bill"", type_=""decimal""),expect_column_mean_to_be_between(column=""monthly_bill"", min_value=None, max_value=150)","expect_column_values_to_not_be_null(column=""monthly_bill""),expect_column_values_to_be_of_type(column=""monthly_bill"", type_=""decimal""),expect_column_mean_to_be_between(column=""monthly_bill"", min_value=0, max_value=150)",0.972972972972973,0.9444444444444444,0.972972972972973,96.97770291819575
Ensure the `developer_id` in the `games` table exists in the `developers` table to maintain data integrity.,"expect_column_pair_values_to_be_in_set(column_A=""games.developer_id"", column_B=""developers.developer_id"")","expect_column_values_to_be_in_set(column=""developer_id"", value_set=developers_table_developer_ids)",0.7058823529411765,0.43749999999999994,0.7058823529411765,46.78316546557145
Ensure the `release_date` field follows the format '%Y-%m-%d' and contains only valid dates.,"expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""release_date"")","expect_column_values_to_match_strftime_format(column=""release_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""release_date"")  # This is a new expectation that checks if the column values are valid date strings.",0.7692307692307693,0.761904761904762,0.7692307692307693,76.86458850312829
Ensure the `discount_code` column matches the regex pattern `^[A-Z]{5}-[0-9]{4}$`.,"expect_column_values_to_match_regex(column=""discount_code"", regex=r""^[A-Z]{5}-[0-9]{4}$"")","expect_column_values_to_match_regex(column=""discount_code"", regex=r""^[A-Z]{5}-[0-9]{4}$"")",1.0,1.0,1.0,100.00000000000004
Verify that the `loyalty_points` column contains only non-negative integers. Ensure uniqueness and non-null entries.,"expect_column_values_to_be_of_type(column=""loyalty_points"", type_=""int""),expect_column_values_to_be_between(column=""loyalty_points"", min_value=0, max_value=None),expect_column_values_to_not_be_null(column=""loyalty_points""),expect_column_values_to_be_unique(column=""loyalty_points"")","expect_column_values_to_be_between(column=""loyalty_points"", min_value=0, max_value=None),expect_column_values_to_be_unique(column=""loyalty_points""),expect_column_values_to_not_be_null(column=""loyalty_points"")  # Note: This expectation may not be necessary depending on your specific requirements.",0.782608695652174,0.7333333333333333,0.6739130434782609,70.81911487170744
Verify that the `order_date` column contains datetime strings matching the format '%Y-%m-%d %H:%M:%S'.,"expect_column_values_to_match_strftime_format(column=""order_date"", strftime_format=""%Y-%m-%d %H:%M:%S"")","expect_column_values_to_match_strftime_format(column=""order_date"", strftime_format=""%Y-%m-%d %H:%M:%S"")",1.0,1.0,1.0,100.00000000000004
For the `status` field (across all domains): Ensure values are distinct and match a predefined set of statuses. Ensure this field cannot be null.,"expect_column_values_to_be_unique(column=""status""),expect_column_values_to_not_be_null(column=""status""),expect_column_values_to_be_in_set(column=""status"", value_set=[""status1"", ""status2"", ""status3"", ...])  # Replace with actual statuses","expect_column_values_to_be_unique(column=""status""),expect_column_values_to_be_in_set(column=""status"", value_set=[""active"", ""inactive"", ""deleted""])  # Replace ""active"", ""inactive"", and ""deleted"" with your predefined set of statuses.  # Note: This is just an example, you may need to adjust the value_set based on your specific requirements.",0.5517241379310346,0.4235294117647059,0.5057471264367815,51.06686686322862
Ensure the `transaction_date` column exists and that all dates fall within the last two years.,"expect_column_to_exist(column=""transaction_date""),expect_column_values_to_be_between(column=""transaction_date"", min_value=""2021-10-01"", max_value=""2023-10-01"")","expect_column_to_exist(column=""transaction_date""),expect_column_values_to_be_dateutil_parseable(column=""transaction_date""),expect_column_values_to_be_between(column=""transaction_date"", min_value=""2022-01-01"", max_value=""2024-01-01"")  # Replace with actual date range based on your requirements.",0.6197183098591549,0.5507246376811594,0.6197183098591549,54.378530727688606
For the `timestamp` field: Validate that all entries match the ISO 8601 format and can be parsed as valid datetime objects.,"expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_be_dateutil_parseable(column=""timestamp"")","expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ""),expect_column_values_to_be_dateutil_parseable(column=""timestamp"")  # Note: This assumes that you're using the dateutil library. If not, you'll need to replace this with a suitable alternative.",0.7105263157894737,0.7027027027027027,0.7105263157894737,71.74601470115196
For table 'community_events': Ensure the 'event_location' column exists. Ensure that all values in 'event_location' are non-empty strings.,"expect_column_to_exist(column=""event_location""),expect_column_values_to_not_be_null(column=""event_location""),expect_column_values_to_match_regex(column=""event_location"", regex=r""^.+$"")","expect_column_to_exist(column=""event_location""),expect_column_values_to_not_be_null(column=""event_location""),expect_column_values_to_be_of_type(column=""event_location"", type_=""text"")",0.8421052631578947,0.7999999999999999,0.8421052631578947,80.82917241299592
For field 'number_of_guests': Ensure the field matches the type 'integer'. Ensure values in (number_of_guests) are within the range of 1 to 10.,"expect_column_values_to_be_of_type(column=""number_of_guests"", type_=""int""),expect_column_values_to_be_between(column=""number_of_guests"", min_value=1, max_value=10)","expect_column_values_to_be_of_type(column=""number_of_guests"", type_=""int""),expect_column_values_to_be_between(column=""number_of_guests"", min_value=1, max_value=10)",1.0,1.0,1.0,100.00000000000004
Ensure the `transaction_date` column values can be parsed using dateutil and are within the current fiscal year.,"expect_column_values_to_be_dateutil_parseable(column=""transaction_date""),expect_column_values_to_be_between(column=""transaction_date"", min_value=""2023-01-01"", max_value=""2023-12-31"")","expect_column_values_to_be_dateutil_parseable(column=""transaction_date""),expect_column_values_to_be_between(column=""transaction_date"", min_value=""2023-01-01"", max_value=""2024-01-01"")  # Replace with actual fiscal year start/end dates.",0.787878787878788,0.78125,0.787878787878788,78.03572552541839
"For the `room_price` column, ensure values are arranged in ascending order for the `hotel_id`.","expect_column_values_to_be_increasing(column=""room_price"", order_by=""hotel_id"")","expect_column_values_to_be_increasing(column=""room_price"", order_by=""hotel_id"")",1.0,1.0,1.0,100.00000000000004
"Verify that the `premium_amount` column values are within the range of $100 to $1,000, and that there are no negative values.","expect_column_values_to_be_between(column=""premium_amount"", min_value=100, max_value=1000),expect_column_values_to_be_greater_than(column=""premium_amount"", value=0)","expect_column_values_to_be_between(column=""premium_amount"", min_value=100, max_value=1000),expect_column_values_to_be_between(column=""premium_amount"", min_value=0, max_value=None)",0.8771929824561403,0.8,0.8771929824561403,80.07586438016325
Ensure that the `inventory_count` is non-negative and does not exceed `max_inventory` for corresponding product entries.,"expect_column_pair_values_A_to_be_less_than_B(column_A=""inventory_count"", column_B=""max_inventory""),expect_column_values_to_be_between(column=""inventory_count"", min_value=0, max_value=None)","expect_column_values_to_be_between(column=""inventory_count"", min_value=0, max_value=max_inventory)",0.653061224489796,0.5957446808510638,0.5714285714285714,29.468846968734553
For the field 'service_request_date': Ensure all dates are valid and within the last two years. Validate the format as 'YYYY-MM-DD' and ensure no future dates.,"expect_column_values_to_be_dateutil_parseable(column=""service_request_date""),expect_column_values_to_match_strftime_format(column=""service_request_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_between(column=""service_request_date"", min_value=""2021-10-01"", max_value=""2023-10-01"")","expect_column_values_to_be_dateutil_parseable(column=""service_request_date""),expect_column_values_to_be_between(column=""service_request_date"", min_value=""2022-01-01"", max_value=""2024-01-01"")  # Replace with actual min/max values based on your requirements.",0.6363636363636364,0.5581395348837209,0.6136363636363638,54.99418720362737
"For the `discount` column, ensure values are not greater than `100%`.","expect_column_values_to_be_between(column=""discount"", min_value=0, max_value=100)","expect_column_values_to_be_between(column=""discount"", min_value=0, max_value=100)",1.0,1.0,1.0,100.00000000000004
Check that the number of rows in the `orders` table is equal to the number of entries in the `invoices` table.,"expect_table_row_count_to_equal_other_table(table_name=""invoices"")","expect_table_row_count_to_equal_other_table(table=""orders"", other_table=""invoices"")",0.8333333333333333,0.7272727272727272,0.8333333333333333,66.99267475747621
Validate that the `hire_date` column contains dates formatted as `YYYY-MM-DD` and that all dates are before the current date.,"expect_column_values_to_match_strftime_format(column=""hire_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""hire_date""),expect_column_values_to_be_between(column=""hire_date"", min_value=""1900-01-01"", max_value=""current_date"")","expect_column_values_to_match_strftime_format(column=""hire_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""hire_date""),expect_column_values_to_be_between(column=""hire_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.945054945054945,0.9213483146067415,0.945054945054945,90.72823001633434
Ensure the `experiment_id` column contains unique values and does not include any null entries.,"expect_column_values_to_be_unique(column=""experiment_id""),expect_column_values_to_not_be_null(column=""experiment_id"")","expect_column_values_to_be_unique(column=""experiment_id""),expect_column_values_to_not_be_null(column=""experiment_id"")",1.0,1.0,1.0,100.00000000000004
"Verify that the `game_data.json` file exists, contains valid JSON formatting, and matches the specified hash value.","expect_file_to_exist(file_path=""game_data.json""),expect_file_to_be_valid_json(file_path=""game_data.json""),expect_file_hash_to_equal(file_path=""game_data.json"", hash_value=""SPECIFIED_HASH_VALUE"")","expect_file_to_exist(file_path=""game_data.json""),expect_file_to_match_json_schema(file_path=""game_data.json"", schema=""file_path""),expect_file_hash_to_equal(file_path=""game_data.json"", hash_value=""specified_hash_value"")",0.904109589041096,0.8169014084507041,0.904109589041096,76.61003637610068
For field 'sent_date': Ensure this field exists. Ensure the field matches the type 'datetime'. Ensure values in 'sent_date' are not null.,"expect_column_to_exist(column=""sent_date""),expect_column_values_to_be_of_type(column=""sent_date"", type_=""datetime""),expect_column_values_to_not_be_null(column=""sent_date"")","expect_column_to_exist(column=""sent_date""),expect_column_values_to_be_of_type(column=""sent_date"", type_=""datetime""),expect_column_values_to_not_be_null(column=""sent_date"")",1.0,1.0,1.0,100.00000000000004
Verify that the `transaction_fee` field has values that are numeric and fall within the range of `0.001` to `0.1`.,"expect_column_values_to_be_of_type(column=""transaction_fee"", type_=""float""),expect_column_values_to_be_between(column=""transaction_fee"", min_value=0.001, max_value=0.1)","expect_column_values_to_be_of_type(column=""transaction_fee"", type_=""float""),expect_column_values_to_be_between(column=""transaction_fee"", min_value=0.001, max_value=0.1)",1.0,1.0,1.0,100.00000000000004
For the `forecast_date` field: Verify that all entries match the 'YYYY-MM-DD' format and exist in the past or present.,"expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""forecast_date"")","expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""forecast_date""),expect_column_values_to_be_between(column=""forecast_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.684931506849315,0.676056338028169,0.684931506849315,53.54702180388988
For field 'stock_quantity': Ensure this field exists. Validate that all entries are integers greater than or equal to zero.,"expect_column_to_exist(column=""stock_quantity""),expect_column_values_to_be_of_type(column=""stock_quantity"", type_=""int""),expect_column_values_to_be_between(column=""stock_quantity"", min_value=0)","expect_column_to_exist(column=""stock_quantity""),expect_column_values_to_be_of_type(column=""stock_quantity"", type_=""int""),expect_column_values_to_be_between(column=""stock_quantity"", min_value=0, max_value=None)",0.9538461538461539,0.9523809523809523,0.9538461538461539,91.27998962321676
For the `incident_date` field: Ensure all dates are valid and are of type 'date'. Validate that no future dates are recorded.,"expect_column_to_exist(column=""incident_date""),expect_column_values_to_be_dateutil_parseable(column=""incident_date""),expect_column_values_to_be_of_type(column=""incident_date"", type_=""date""),expect_column_values_to_be_between(column=""incident_date"", min_value=""1900-01-01"", max_value=""current_date"")","expect_column_values_to_be_of_type(column=""incident_date"", type_=""date""),expect_column_values_to_be_between(column=""incident_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.7317073170731707,0.7,0.7317073170731707,56.38761470281126
For the `forecast_date` column: Ensure all values are formatted as 'YYYY-MM-DD' and can be parsed correctly.,"expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""forecast_date"")","expect_column_values_to_match_strftime_format(column=""forecast_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""forecast_date"")  # This assumes you're using the dateutil library. If not, you'll need to replace this with a different expectation.",0.7142857142857143,0.7058823529411764,0.7142857142857143,71.96772759280424
For field 'zip_code': Ensure this field exists and that all entries match the US ZIP code pattern '^[0-9]{5}(?:-[0-9]{4})?$'.,"expect_column_to_exist(column=""zip_code""),expect_column_values_to_match_regex(column=""zip_code"", regex=r""^[0-9]{5}(?:-[0-9]{4})?$"")","expect_column_to_exist(column=""zip_code""),expect_column_values_to_match_regex(column=""zip_code"", regex=r""^[0-9]{5}(?:-[0-9]{4})?$"")",1.0,1.0,1.0,100.00000000000004
